datetime,measured_surface,measured_surface_total_mean
2023-07-04 15:28:28,-2923465.434730952,-373.9642396651971
2023-07-04 15:28:49,-2924900.045133333,-374.02635564127286
2023-07-04 15:29:10,-2924276.473133333,-374.1102514064016
2023-07-04 15:29:30,-2929753.368604762,-374.1278737412858
2023-07-04 15:29:51,-2926240.418319048,-373.94922077250993
2023-07-04 15:30:11,-2919750.5225380952,-373.7867234496124
2023-07-04 15:30:31,-2924848.1546833334,-373.816483246511
2023-07-04 15:30:52,-2914863.0376833333,-373.6889004519044
2023-07-04 15:31:13,-2920563.625302381,-373.99409082119377
2023-07-04 15:31:33,-2932656.2707571425,-374.2744653179191
2023-07-04 15:31:54,-2924537.1330523808,-374.1943122227223
2023-07-04 15:32:14,-2924543.63745,-373.8281873028138
2023-07-04 15:32:35,-2928759.0467,-374.1389692129332
2023-07-04 15:32:55,-2932359.769447619,-373.798476267044
2023-07-04 15:33:16,-2920428.535683334,-373.7743685362869
2023-07-04 15:33:36,-2925594.3810809525,-374.37370317337457
2023-07-04 15:33:56,-2925363.5777166663,-373.8184094574544
2023-07-04 15:34:17,-2926133.99205,-374.26576226974106
2023-07-04 15:34:38,-2926399.588638095,-374.0477418546366
2023-07-04 15:34:59,-2920952.4635166666,-374.2577078709346
2023-07-04 15:35:19,-2930980.883088095,-373.9591089338662
2023-07-04 15:35:40,-2921797.1495047617,-374.16582072379
2023-07-04 15:36:00,-2922350.9236,-374.3217299831846
2023-07-04 15:36:22,-2920015.361590476,-373.81897386928193
2023-07-04 15:36:42,-2919655.5987714287,-373.7703859965249
2023-07-04 15:37:03,-2925713.0057547614,-373.93233589362944
2023-07-04 15:37:24,-2921554.543392857,-373.3525695462142
2023-07-04 15:37:45,-2933115.367190476,-374.4928102434929
2023-07-04 15:38:06,-2916007.125611905,-373.78689011837366
2023-07-04 15:38:26,-2924064.4557642858,-373.9168332905214
2023-07-04 15:38:47,-2925460.493640476,-374.0266456687857
2023-07-04 15:39:08,-2921925.3796666665,-373.9487073373919
2023-07-04 15:39:28,-2913429.7843333334,-373.7571760436738
2023-07-04 15:39:48,-2920178.652542857,-373.5978815114191
2023-07-04 15:40:10,-2923992.1362499995,-373.6396731619768
2023-07-04 15:40:30,-2925997.5861214288,-374.0101781366141
2023-07-04 15:40:50,-2927297.8878666665,-373.9173498810366
